코드,일정,구분,크루즈,종류,금액,시작일자,끝일자,비고,별도요금
R1819,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"6,700,000",2025-12-25,2025-12-30,신용카드,
R1820,1박2일,성인,엠바사더 시그니처,이그제큐티브,"4,000,000",2025-12-25,2025-12-30,신용카드,
R1821,1박2일,아동,엠바사더 시그니처,이그제큐티브,"2,750,000",2025-12-25,2025-12-30,신용카드,
R1822,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"4,000,000",2025-12-25,2025-12-30,신용카드,
R1823,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"7,200,000",2025-12-25,2025-12-30,신용카드,
R1824,1박2일,성인,엠바사더 시그니처,발코니 스위트,"4,700,000",2025-12-25,2025-12-30,신용카드,
R1825,1박2일,아동,엠바사더 시그니처,발코니 스위트,"2,750,000",2025-12-25,2025-12-30,신용카드,
R1826,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"4,700,000",2025-12-25,2025-12-30,신용카드,
R1827,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"8,700,000",2025-12-25,2025-12-30,신용카드,
R1828,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"5,050,000",2025-12-25,2025-12-30,신용카드,
R1829,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"2,750,000",2025-12-25,2025-12-30,신용카드,
R1830,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"5,050,000",2025-12-25,2025-12-30,신용카드,
R1831,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"9,350,000",2025-12-25,2025-12-30,신용카드,
R1832,1박2일,성인,엠바사더 시그니처,발코니 룸,"4,000,000",2025-12-25,2025-12-30,베트남동_리무진,
R1833,1박2일,아동,엠바사더 시그니처,발코니 룸,"2,900,000",2025-12-25,2025-12-30,베트남동_리무진,
R1834,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"4,000,000",2025-12-25,2025-12-30,베트남동_리무진,
R1835,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"6,900,000",2025-12-25,2025-12-30,베트남동_리무진,
R1836,1박2일,성인,엠바사더 시그니처,이그제큐티브,"4,250,000",2025-12-25,2025-12-30,베트남동_리무진,
R1837,1박2일,아동,엠바사더 시그니처,이그제큐티브,"3,000,000",2025-12-25,2025-12-30,베트남동_리무진,
R1838,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"4,250,000",2025-12-25,2025-12-30,베트남동_리무진,
R1839,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"7,400,000",2025-12-25,2025-12-30,베트남동_리무진,
R1840,1박2일,성인,엠바사더 시그니처,발코니 스위트,"4,950,000",2025-12-25,2025-12-30,베트남동_리무진,
R1841,1박2일,아동,엠바사더 시그니처,발코니 스위트,"3,000,000",2025-12-25,2025-12-30,베트남동_리무진,
R1842,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"4,950,000",2025-12-25,2025-12-30,베트남동_리무진,
R1843,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"8,800,000",2025-12-25,2025-12-30,베트남동_리무진,
R1844,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"5,250,000",2025-12-25,2025-12-30,베트남동_리무진,
R1845,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"3,000,000",2025-12-25,2025-12-30,베트남동_리무진,
R1846,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"5,250,000",2025-12-25,2025-12-30,베트남동_리무진,
R1847,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"9,500,000",2025-12-25,2025-12-30,베트남동_리무진,
R1848,1박2일,성인,엠바사더 시그니처,발코니 룸,"3,600,000",2025-12-25,2025-12-30,베트남동,
R1849,1박2일,아동,엠바사더 시그니처,발코니 룸,"2,500,000",2025-12-25,2025-12-30,베트남동,
R1850,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"3,600,000",2025-12-25,2025-12-30,베트남동,
R1851,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"6,500,000",2025-12-25,2025-12-30,베트남동,
R1852,1박2일,성인,엠바사더 시그니처,이그제큐티브,"3,850,000",2025-12-25,2025-12-30,베트남동,
R1853,1박2일,아동,엠바사더 시그니처,이그제큐티브,"2,650,000",2025-12-25,2025-12-30,베트남동,
R1854,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"3,850,000",2025-12-25,2025-12-30,베트남동,
R1855,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"7,000,000",2025-12-25,2025-12-30,베트남동,
R1856,1박2일,성인,엠바사더 시그니처,발코니 스위트,"4,550,000",2025-12-25,2025-12-30,베트남동,
R1857,1박2일,아동,엠바사더 시그니처,발코니 스위트,"2,650,000",2025-12-25,2025-12-30,베트남동,
R1858,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"4,550,000",2025-12-25,2025-12-30,베트남동,
R1859,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"8,400,000",2025-12-25,2025-12-30,베트남동,
R1860,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"4,900,000",2025-12-25,2025-12-30,베트남동,
R1861,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"2,650,000",2025-12-25,2025-12-30,베트남동,
R1862,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"4,900,000",2025-12-25,2025-12-30,베트남동,
R1863,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"9,150,000",2025-12-25,2025-12-30,베트남동,
R1864,1박2일,성인,엠바사더 시그니처,발코니 룸,"5,500,000",2025-12-31,2025-12-31,신용카드_리무진,
R1865,1박2일,아동,엠바사더 시그니처,발코니 룸,"4,350,000",2025-12-31,2025-12-31,신용카드_리무진,
R1866,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"5,500,000",2025-12-31,2025-12-31,신용카드_리무진,
R1867,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"8,500,000",2025-12-31,2025-12-31,신용카드_리무진,
R1868,1박2일,성인,엠바사더 시그니처,이그제큐티브,"5,750,000",2025-12-31,2025-12-31,신용카드_리무진,
R1869,1박2일,아동,엠바사더 시그니처,이그제큐티브,"4,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1870,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"5,750,000",2025-12-31,2025-12-31,신용카드_리무진,
R1871,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"9,000,000",2025-12-31,2025-12-31,신용카드_리무진,
R1872,1박2일,성인,엠바사더 시그니처,발코니 스위트,"6,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1873,1박2일,아동,엠바사더 시그니처,발코니 스위트,"4,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1874,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"6,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1875,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"10,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1876,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"6,800,000",2025-12-31,2025-12-31,신용카드_리무진,
R1877,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"4,450,000",2025-12-31,2025-12-31,신용카드_리무진,
R1878,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"6,800,000",2025-12-31,2025-12-31,신용카드_리무진,
R1879,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"11,150,000",2025-12-31,2025-12-31,신용카드_리무진,
R1880,1박2일,성인,엠바사더 시그니처,발코니 룸,"5,100,000",2025-12-31,2025-12-31,신용카드,
R1881,1박2일,아동,엠바사더 시그니처,발코니 룸,"3,950,000",2025-12-31,2025-12-31,신용카드,
R1882,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"5,100,000",2025-12-31,2025-12-31,신용카드,
R1883,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"8,050,000",2025-12-31,2025-12-31,신용카드,
R1884,1박2일,성인,엠바사더 시그니처,이그제큐티브,"5,350,000",2025-12-31,2025-12-31,신용카드,
R1885,1박2일,아동,엠바사더 시그니처,이그제큐티브,"4,100,000",2025-12-31,2025-12-31,신용카드,
R1886,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"5,350,000",2025-12-31,2025-12-31,신용카드,
R1887,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"8,550,000",2025-12-31,2025-12-31,신용카드,
R1888,1박2일,성인,엠바사더 시그니처,발코니 스위트,"6,050,000",2025-12-31,2025-12-31,신용카드,
R1889,1박2일,아동,엠바사더 시그니처,발코니 스위트,"4,100,000",2025-12-31,2025-12-31,신용카드,
R1890,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"6,050,000",2025-12-31,2025-12-31,신용카드,
R1891,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"10,050,000",2025-12-31,2025-12-31,신용카드,
R1892,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"6,400,000",2025-12-31,2025-12-31,신용카드,
R1893,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"4,100,000",2025-12-31,2025-12-31,신용카드,
R1894,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"6,400,000",2025-12-31,2025-12-31,신용카드,
R1895,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"10,700,000",2025-12-31,2025-12-31,신용카드,
R1896,1박2일,성인,엠바사더 시그니처,발코니 룸,"5,350,000",2025-12-31,2025-12-31,베트남동_리무진,
R1897,1박2일,아동,엠바사더 시그니처,발코니 룸,"4,250,000",2025-12-31,2025-12-31,베트남동_리무진,
R1898,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"5,350,000",2025-12-31,2025-12-31,베트남동_리무진,
R1899,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"8,250,000",2025-12-31,2025-12-31,베트남동_리무진,
R1900,1박2일,성인,엠바사더 시그니처,이그제큐티브,"5,600,000",2025-12-31,2025-12-31,베트남동_리무진,
R1901,1박2일,아동,엠바사더 시그니처,이그제큐티브,"4,350,000",2025-12-31,2025-12-31,베트남동_리무진,
R1902,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"5,600,000",2025-12-31,2025-12-31,베트남동_리무진,
R1903,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"8,750,000",2025-12-31,2025-12-31,베트남동_리무진,
R1904,1박2일,성인,엠바사더 시그니처,발코니 스위트,"6,300,000",2025-12-31,2025-12-31,베트남동_리무진,
R1905,1박2일,아동,엠바사더 시그니처,발코니 스위트,"4,350,000",2025-12-31,2025-12-31,베트남동_리무진,
R1906,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"6,300,000",2025-12-31,2025-12-31,베트남동_리무진,
R1907,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"10,150,000",2025-12-31,2025-12-31,베트남동_리무진,
R1908,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"6,600,000",2025-12-31,2025-12-31,베트남동_리무진,
R1909,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"4,350,000",2025-12-31,2025-12-31,베트남동_리무진,
R1910,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"6,600,000",2025-12-31,2025-12-31,베트남동_리무진,
R1911,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"10,850,000",2025-12-31,2025-12-31,베트남동_리무진,
R1912,1박2일,성인,엠바사더 시그니처,발코니 룸,"4,950,000",2025-12-31,2025-12-31,베트남동,
R1913,1박2일,아동,엠바사더 시그니처,발코니 룸,"3,850,000",2025-12-31,2025-12-31,베트남동,
R1914,1박2일,엑스트라,엠바사더 시그니처,발코니 룸,"4,950,000",2025-12-31,2025-12-31,베트남동,
R1915,1박2일,싱글차지,엠바사더 시그니처,발코니 룸,"7,850,000",2025-12-31,2025-12-31,베트남동,
R1916,1박2일,성인,엠바사더 시그니처,이그제큐티브,"5,200,000",2025-12-31,2025-12-31,베트남동,
R1917,1박2일,아동,엠바사더 시그니처,이그제큐티브,"4,000,000",2025-12-31,2025-12-31,베트남동,
R1918,1박2일,엑스트라,엠바사더 시그니처,이그제큐티브,"5,200,000",2025-12-31,2025-12-31,베트남동,
R1919,1박2일,싱글차지,엠바사더 시그니처,이그제큐티브,"8,350,000",2025-12-31,2025-12-31,베트남동,
R1920,1박2일,성인,엠바사더 시그니처,발코니 스위트,"5,900,000",2025-12-31,2025-12-31,베트남동,
R1921,1박2일,아동,엠바사더 시그니처,발코니 스위트,"4,000,000",2025-12-31,2025-12-31,베트남동,
R1922,1박2일,엑스트라,엠바사더 시그니처,발코니 스위트,"5,900,000",2025-12-31,2025-12-31,베트남동,
R1923,1박2일,싱글차지,엠바사더 시그니처,발코니 스위트,"9,750,000",2025-12-31,2025-12-31,베트남동,
R1924,1박2일,성인,엠바사더 시그니처,캡틴 뷰 스위트,"6,250,000",2025-12-31,2025-12-31,베트남동,
R1925,1박2일,아동,엠바사더 시그니처,캡틴 뷰 스위트,"4,000,000",2025-12-31,2025-12-31,베트남동,
R1926,1박2일,엑스트라,엠바사더 시그니처,캡틴 뷰 스위트,"6,250,000",2025-12-31,2025-12-31,베트남동,
R1927,1박2일,싱글차지,엠바사더 시그니처,캡틴 뷰 스위트,"10,500,000",2025-12-31,2025-12-31,베트남동,
R1928,1박2일,성인,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"4,250,000",2025-01-01,2025-09-30,베트남동,
R1929,1박2일,성인,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"4,400,000",2025-01-01,2025-09-30,신용카드,
R1930,1박2일,성인,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"5,300,000",2025-01-01,2025-09-30,베트남동,
R1931,1박2일,성인,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"5,450,000",2025-01-01,2025-09-30,신용카드,
R1932,1박2일,성인,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"6,300,000",2025-01-01,2025-09-30,베트남동,
R1933,1박2일,성인,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"6,500,000",2025-01-01,2025-09-30,신용카드,
R1934,1박2일,성인,인도차이나 프리미엄 크루즈,프레지던트 스위트,"10,550,000",2025-01-01,2025-09-30,베트남동,
R1935,1박2일,성인,인도차이나 프리미엄 크루즈,프레지던트 스위트,"10,800,000",2025-01-01,2025-09-30,신용카드,
R1936,1박2일,싱글차지,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"7,700,000",2025-01-01,2025-09-30,베트남동,
R1937,1박2일,싱글차지,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"7,700,000",2025-01-01,2025-09-30,베트남동,
R1938,1박2일,싱글차지,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"7,700,000",2025-01-01,2025-09-30,베트남동,
R1939,1박2일,싱글차지,인도차이나 프리미엄 크루즈,프레지던트 스위트,"7,700,000",2025-01-01,2025-09-30,베트남동,
R1940,1박2일,싱글차지,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"7,900,000",2025-01-01,2025-09-30,신용카드,
R1941,1박2일,싱글차지,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"7,900,000",2025-01-01,2025-09-30,신용카드,
R1942,1박2일,싱글차지,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"7,900,000",2025-01-01,2025-09-30,신용카드,
R1943,1박2일,싱글차지,인도차이나 프리미엄 크루즈,프레지던트 스위트,"7,900,000",2025-01-01,2025-09-30,신용카드,
R1944,1박2일,아동,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"3,450,000",2025-01-01,2025-09-30,베트남동,
R1945,1박2일,아동,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"3,450,000",2025-01-01,2025-09-30,베트남동,
R1946,1박2일,아동,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"3,450,000",2025-01-01,2025-09-30,베트남동,
R1947,1박2일,아동,인도차이나 프리미엄 크루즈,프레지던트 스위트,"3,450,000",2025-01-01,2025-09-30,베트남동,
R1948,1박2일,아동,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"3,550,000",2025-01-01,2025-09-30,신용카드,
R1949,1박2일,아동,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"3,550,000",2025-01-01,2025-09-30,신용카드,
R1950,1박2일,아동,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"3,550,000",2025-01-01,2025-09-30,신용카드,
R1951,1박2일,아동,인도차이나 프리미엄 크루즈,프레지던트 스위트,"3,550,000",2025-01-01,2025-09-30,신용카드,
R1952,1박2일,엑스트라,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"4,500,000",2025-01-01,2025-09-30,베트남동,
R1953,1박2일,엑스트라,인도차이나 프리미엄 크루즈,주니어 스위트 / 주니어 스위트 커넥팅,"4,650,000",2025-01-01,2025-09-30,신용카드,
R1954,1박2일,엑스트라,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"9,800,000",2025-01-01,2025-09-30,베트남동,
R1955,1박2일,엑스트라,인도차이나 프리미엄 크루즈,스위트 / 스위트 커넥팅,"10,000,000",2025-01-01,2025-09-30,신용카드,
R1956,1박2일,엑스트라,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"11,900,000",2025-01-01,2025-09-30,베트남동,
R1957,1박2일,엑스트라,인도차이나 프리미엄 크루즈,이그제큐티브 스위트,"12,100,000",2025-01-01,2025-09-30,신용카드,
